"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2003","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2003","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","412,000",""
"SURVEY","2003","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","128,400",""
"SURVEY","2003","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","471,600",""
"SURVEY","2002","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,900",""
"SURVEY","2002","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","415,600",""
"SURVEY","2002","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","141,600",""
"SURVEY","2002","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","492,800",""
"SURVEY","2002","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,100",""
"SURVEY","2001","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,700",""
"SURVEY","2001","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","366,300",""
"SURVEY","2001","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","124,600",""
"SURVEY","2001","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","514,400",""
"SURVEY","2001","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,400",""
"SURVEY","2000","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,300",""
"SURVEY","2000","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","367,600",""
"SURVEY","2000","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","125,200",""
"SURVEY","2000","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","498,100",""
"SURVEY","1999","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,300",""
"SURVEY","1999","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","357,100",""
"SURVEY","1999","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","125,700",""
"SURVEY","1999","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","508,100",""
"SURVEY","1998","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","385,500",""
"SURVEY","1998","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","131,100",""
"SURVEY","1998","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","520,200",""
"SURVEY","1997","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","397,200",""
"SURVEY","1997","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","127,800",""
"SURVEY","1997","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","527,600",""
"SURVEY","1996","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","407,000",""
"SURVEY","1996","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","128,400",""
"SURVEY","1996","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","546,000",""
"SURVEY","1995","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","391,000",""
"SURVEY","1995","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","121,000",""
"SURVEY","1995","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","520,000",""
"SURVEY","1994","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,900",""
"SURVEY","1994","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","383,800",""
"SURVEY","1994","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","122,300",""
"SURVEY","1994","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","502,500",""
"SURVEY","1993","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,600",""
"SURVEY","1993","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","429,500",""
"SURVEY","1993","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","119,200",""
"SURVEY","1993","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","562,700",""
"SURVEY","1993","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,700",""
"SURVEY","1992","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,600",""
"SURVEY","1992","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","413,500",""
"SURVEY","1992","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","112,000",""
"SURVEY","1992","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","513,500",""
"SURVEY","1992","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","1991","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,100",""
"SURVEY","1991","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","636,800",""
"SURVEY","1991","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","163,900",""
"SURVEY","1991","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","764,400",""
"SURVEY","1991","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","1990","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,100",""
"SURVEY","1990","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","396,000",""
"SURVEY","1990","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,300",""
"SURVEY","1990","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","479,000",""
"SURVEY","1990","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,500",""
"SURVEY","1989","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,200",""
"SURVEY","1989","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","563,000",""
"SURVEY","1989","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","166,800",""
"SURVEY","1989","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","560,000",""
"SURVEY","1989","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","WHEAT","WHEAT - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,600",""
